ILCE,MAHALLE,NUFUS,ALAN_M2,LST_C,NDVI,NDBI,KISI_BASI_M2,TARGET_AREA,AREA_DEFICIT,VULNERABILITY_RATIO
TIRE,PASA,875,400.0,33.39680281514691,0.4046911335216594,-0.0521340412918917,0.46,1312.5,912.5,69.52380952380952
KIRAZ,TUMBULLAR,256,800.0,32.721121474930726,0.4872503626435411,-0.0340319976458439,3.12,384.0,0.0,0.0
NARLIDERE,2.INONU,8492,13380.0,26.407939287443533,0.6730605610647148,-0.2718415430530843,1.58,12738.0,0.0,0.0
BERGAMA,SARIDERE,459,980.0,32.79193955329907,0.4418211417744572,-0.0621295059346114,2.14,688.5,0.0,0.0
ODEMIS,YENICEKOY,757,4745.0,38.056130510534416,0.4298782943127485,-0.0886115141218338,6.27,1135.5,0.0,0.0
ODEMIS,BADEMLI,2334,7994.0,31.95522999532288,0.486267630086635,-0.0964201770417617,3.43,3501.0,0.0,0.0
KEMALPASA,MEHMETAKIFERSOY,19913,34900.0,34.91590888791003,0.4222751687327455,-0.0653823250943547,1.75,29869.5,0.0,0.0
MENEMEN,YAHSELLI,4668,140.0,36.15634551993174,0.3751077977368939,-0.0365700267828923,0.03,7002.0,6862.0,98.00057126535276
KINIK,ORTULU,544,2400.0,33.98724755705738,0.5017332867992444,-0.0411440320578639,4.41,816.0,0.0,0.0
BAYINDIR,NECATIUZA,1350,3000.0,39.24964005183103,0.3430035110289629,-0.0849235952939013,2.22,2025.0,0.0,0.0
KEMALPASA,KUYUCAK,685,6940.0,31.49810422484849,0.5516492372765339,-0.1395536590057148,10.13,1027.5,0.0,0.0
KIRAZ,TASLIYATAK,434,1400.0,30.668199539048867,0.394023060032827,0.0338812800646947,3.23,651.0,0.0,0.0
TIRE,KAHRAT,1152,900.0,36.16483957125714,0.4316770544505354,-0.0731828372063316,0.78,1728.0,828.0,47.91666666666667
ODEMIS,KONAKLI,1469,9980.0,33.944121210674794,0.5214058148604969,-0.1264832056771012,6.79,2203.5,0.0,0.0
BORNOVA,KARACAOGLAN,8949,3900.0,37.334501043666805,0.168947362375275,0.0305983137872154,0.44,13423.5,9523.5,70.94647446642082
BALCOVA,KORUTURK,12300,27380.0,35.13326787671096,0.2520190003693164,-0.0121694871501917,2.23,18450.0,0.0,0.0
CESME,SIFNE,1224,5838.0,33.545397743561814,0.2445418079967936,0.0403112356009284,4.77,1836.0,0.0,0.0
KEMALPASA,ARMUTLU85.YILCUMHURIYET,5252,12260.0,35.570910540782165,0.4335064840299434,-0.1079582794314206,2.33,7878.0,0.0,0.0
BERGAMA,KARAVELILER,512,1200.0,31.50492000720728,0.5584361106524884,-0.1613042821232212,2.34,768.0,0.0,0.0
BUCA,FIRAT,21027,41500.0,36.15826048287258,0.2011849635273235,0.0308961139349488,1.97,31540.5,0.0,0.0
BERGAMA,SELCUK,1711,5766.0,37.05574595857655,0.3106527026990666,0.0253538930076068,3.37,2566.5,0.0,0.0
KARABAGLAR,ALIFUATCEBESOY,12421,15521.0,35.85977929855808,0.1527211118465742,0.0368465802192205,1.25,18631.5,3110.5,16.69484475216703
SELCUK,14MAYIS,7244,15805.0,30.88212436513795,0.5531766837383871,-0.1631632138290334,2.18,10866.0,0.0,0.0
KARABAGLAR,REFETBELE,12088,1865.0,36.39284917011327,0.1370628078208419,0.0656736178376698,0.15,18132.0,16267.0,89.71431722920804
KINIK,ARPASEKI,744,31548.0,34.61850599828059,0.388080663454338,0.0123065414851791,42.4,1116.0,0.0,0.0
DIKILI,ISLAMLAR,250,3100.0,38.29625787899133,0.4071729603868476,0.0062126655632738,12.4,375.0,0.0,0.0
ODEMIS,SUCIKTI,96,500.0,30.028669890646345,0.5607503168461542,-0.1415380489812042,5.21,144.0,0.0,0.0
CESME,GERMIYAN,1783,16592.0,34.89506272278452,0.4330044164051411,0.0185677520262888,9.31,2674.5,0.0,0.0
MENEMEN,HASANLAR,299,1551.0,35.31000583424013,0.4824809432610637,-0.0921718745459512,5.19,448.5,0.0,0.0
BERGAMA,EGILLER,135,360.0,36.24199975548028,0.3149761695929216,0.0733883721991634,2.67,202.5,0.0,0.0
MENEMEN,HAYKIRAN,1034,6715.0,37.63741074423248,0.4152553338132386,-0.0396076101274874,6.49,1551.0,0.0,0.0
TIRE,MAHMUTLAR,324,1040.0,35.74073690568389,0.4331227489406803,-0.0849997411268456,3.21,486.0,0.0,0.0
BERGAMA,ASAGIBEY,475,1750.0,31.223001049760907,0.6458806068949431,-0.1992153686673574,3.68,712.5,0.0,0.0
GAZIEMIR,EMREZ,5373,4960.0,38.15776345118141,0.1450533322803752,0.0572667269893584,0.92,8059.5,3099.5,38.457720702276816
BAYRAKLI,ORG.NAFIZGURMAN,13851,51808.0,36.34862681579272,0.2561678016772246,0.0304261770888064,3.74,20776.5,0.0,0.0
KEMALPASA,ANSIZCA,618,2840.0,32.89945781335743,0.5293300789154299,-0.131558193811529,4.6,927.0,0.0,0.0
CIGLI,SIRINTEPE,8355,4463.0,36.537352114625406,0.1489524018214699,0.0609165447886376,0.53,12532.5,8069.5,64.38858966686615
BERGAMA,ZAGNOZ,75,500.0,35.227038590227984,0.3287626354219585,0.0125239131093772,6.67,112.5,0.0,0.0
KEMALPASA,CINILIKOY,569,2024.0,32.094830254374564,0.4854591600780022,-0.1232612015847158,3.56,853.5,0.0,0.0
BERGAMA,CEVAPLI,60,225.0,36.444951255219095,0.4031649525464965,-0.0236720715560038,3.75,90.0,0.0,0.0
MENDERES,CUKURALTI,6000,14616.0,29.67687674922732,0.5978464895152145,-0.1832125323435526,2.44,9000.0,0.0,0.0
BALCOVA,INCIRALTI,3199,11889.0,34.77705172848839,0.3467064684245408,-0.0495337376129552,3.72,4798.5,0.0,0.0
ODEMIS,BALABANLI,848,2695.0,35.13325083607343,0.4923854826533211,-0.0859818118788793,3.18,1272.0,0.0,0.0
BAYINDIR,ZEYTINOVA,1184,5400.0,37.55559907882358,0.4366629263375834,-0.0671439907995742,4.56,1776.0,0.0,0.0
BERGAMA,AYASKENT,643,5000.0,34.86728941956296,0.3502359785222914,-0.0119848297000404,7.78,964.5,0.0,0.0
BUCA,CAGDAS,2358,121190.0,36.71228184913596,0.2851204352298508,-0.0117364880726393,51.4,3537.0,0.0,0.0
TIRE,KETENCI,1322,467.0,37.00822605750719,0.2654434956444049,0.0478737528879698,0.35,1983.0,1516.0,76.44982349974786
KARABURUN,SAIP,519,1600.0,31.36316682921832,0.4936452192404021,-0.0902729644262232,3.08,778.5,0.0,0.0
BERGAMA,ASAGIKIRIKLAR,476,3500.0,35.46458136866524,0.2950890932113041,0.0203303626739559,7.35,714.0,0.0,0.0
