ILCE,MAHALLE,MAHALLE_NUFUS_2025,TARIH,YILLIK_NUFUS_ARTIS_HIZI,YILLIK_ARTIS_ORANI,NUFUS_2_YIL_SONRA
Cesme,Reisdere Mah.,5199,2023,22.31,0.2231,7778
Cesme,Sakarya Mah.,1202,2023,22.31,0.2231,1798
Cesme,Yali Mah.,1070,2023,22.31,0.2231,1601
Cesme,Cakabey Mah.,265,2023,22.31,0.2231,396
Cesme,Ciftlik Mah.,2427,2023,22.31,0.2231,3631
Cesme,Universite Mah.,556,2023,22.31,0.2231,832
Cesme,Ismet Inonu Mah.,5780,2023,22.31,0.2231,8647
Cesme,Sehit Mehmet Mah.,396,2023,22.31,0.2231,592
Cesme,Sifne Mah.,1224,2023,22.31,0.2231,1831
Cigli,Ahmet Efendi Mah.,2029,2023,5.16,0.0516,2244
Cigli,Ahmet Taner Kislali Mah.,6354,2023,5.16,0.0516,7027
Cigli,Ataturk Mah.,12781,2023,5.16,0.0516,14134
Cigli,Atasehir Mah.,28864,2023,5.16,0.0516,31920
Cigli,Aydinlikevler Mah.,3937,2023,5.16,0.0516,4354
Cigli,Balatcik Mah.,19082,2023,5.16,0.0516,21102
Cigli,Cumhuriyet Mah.,6834,2023,5.16,0.0516,7557
Cigli,Egekent Mah.,8107,2023,5.16,0.0516,8965
Cigli,Esentepe Mah.,6224,2023,5.16,0.0516,6883
Cigli,Evka-2 Mah.,4139,2023,5.16,0.0516,4577
Cigli,Evka-5 Mah.,12717,2023,5.16,0.0516,14063
Cigli,Evka-6 Mah.,2263,2023,5.16,0.0516,2503
Cigli,Guzeltepe Mah.,6399,2023,5.16,0.0516,7076
Cigli,Harmandali Gazi Mustafa Kemal Ataturk Mah.,2826,2023,5.16,0.0516,3125
Cigli,Kaklic Mah.,1618,2023,5.16,0.0516,1789
Cigli,Koyici Mah.,3898,2023,5.16,0.0516,4311
Cigli,Kucuk Cigli Mah.,21784,2023,5.16,0.0516,24090
Cigli,Maltepe Mah.,4108,2023,5.16,0.0516,4543
Cigli,Sasali Merkez Mah.,4677,2023,5.16,0.0516,5172
Cigli,Ugur Mumcu Mah.,6183,2023,5.16,0.0516,6838
Cigli,Yakakent Mah.,10307,2023,5.16,0.0516,11398
Cigli,Yeni Mahalle Mah.,12633,2023,5.16,0.0516,13970
Cigli,Cagdas Mah.,6125,2023,5.16,0.0516,6773
Cigli,Inonu Mah.,7881,2023,5.16,0.0516,8715
Cigli,Izkent Mah.,6295,2023,5.16,0.0516,6961
Cigli,Sirintepe Mah.,8355,2023,5.16,0.0516,9239
Odemis,Akincilar Mah.,1454,2023,-0.68,-0.0068000000000000005,1434
Odemis,Alasarli Mah.,411,2023,-0.68,-0.0068000000000000005,405
Odemis,Anafartalar Mah.,9255,2023,-0.68,-0.0068000000000000005,9130
Odemis,Articak Mah.,104,2023,-0.68,-0.0068000000000000005,103
Odemis,Ataturk Mah.,8503,2023,-0.68,-0.0068000000000000005,8388
Odemis,Bademli Mah.,2334,2023,-0.68,-0.0068000000000000005,2302
Odemis,Balabanli Mah.,848,2023,-0.68,-0.0068000000000000005,837
Odemis,Bayirli Mah.,235,2023,-0.68,-0.0068000000000000005,232
Odemis,Bebekler Mah.,127,2023,-0.68,-0.0068000000000000005,125
Odemis,Bengisu Mah.,5146,2023,-0.68,-0.0068000000000000005,5076
Odemis,Beyazitlar Mah.,208,2023,-0.68,-0.0068000000000000005,205
Odemis,Birgi Mah.,1741,2023,-0.68,-0.0068000000000000005,1717
Odemis,Bozcayaka Mah.,468,2023,-0.68,-0.0068000000000000005,462
Odemis,Bozdag Mah.,481,2023,-0.68,-0.0068000000000000005,474
Odemis,Bucak Mah.,346,2023,-0.68,-0.0068000000000000005,341
Odemis,Bulbuller Mah.,115,2023,-0.68,-0.0068000000000000005,113
Odemis,Buyukavulcuk Mah.,265,2023,-0.68,-0.0068000000000000005,261
Odemis,Bicakci Mah.,1755,2023,-0.68,-0.0068000000000000005,1731
Odemis,Cevizalan Mah.,198,2023,-0.68,-0.0068000000000000005,195
Odemis,Cumhuriyet Mah.,4763,2023,-0.68,-0.0068000000000000005,4698
Odemis,Demircili Mah.,723,2023,-0.68,-0.0068000000000000005,713
Odemis,Demirdere Mah.,491,2023,-0.68,-0.0068000000000000005,484
Odemis,Dereuzunyer Mah.,111,2023,-0.68,-0.0068000000000000005,109
Odemis,Dolaylar Mah.,261,2023,-0.68,-0.0068000000000000005,257
Odemis,Emirli Mah.,1000,2023,-0.68,-0.0068000000000000005,986
Odemis,Emmioglu Mah.,1736,2023,-0.68,-0.0068000000000000005,1712
Odemis,Ertugrul Mah.,520,2023,-0.68,-0.0068000000000000005,513
Odemis,Gereli Mah.,919,2023,-0.68,-0.0068000000000000005,907
Odemis,Gercekli Mah.,528,2023,-0.68,-0.0068000000000000005,521
Odemis,Golcuk Mah.,2163,2023,-0.68,-0.0068000000000000005,2134
Odemis,Guney Mah.,405,2023,-0.68,-0.0068000000000000005,400
Odemis,Gunluce Mah.,1106,2023,-0.68,-0.0068000000000000005,1091
Odemis,Hacihasan Mah.,218,2023,-0.68,-0.0068000000000000005,215
Odemis,Hamam Mah.,562,2023,-0.68,-0.0068000000000000005,554
Odemis,Horzum Mah.,522,2023,-0.68,-0.0068000000000000005,515
Odemis,Hurriyet Mah.,6271,2023,-0.68,-0.0068000000000000005,6186
Odemis,Isik Mah.,93,2023,-0.68,-0.0068000000000000005,92
Odemis,Karadogan Mah.,548,2023,-0.68,-0.0068000000000000005,541
Odemis,Karakova Mah.,125,2023,-0.68,-0.0068000000000000005,123
Odemis,Kayakoy Mah.,1057,2023,-0.68,-0.0068000000000000005,1043
Odemis,Kaymakci Mah.,5634,2023,-0.68,-0.0068000000000000005,5558
Odemis,Kazanli Mah.,413,2023,-0.68,-0.0068000000000000005,407
Odemis,Kemenler Mah.,423,2023,-0.68,-0.0068000000000000005,417
Odemis,Kemer Mah.,238,2023,-0.68,-0.0068000000000000005,235
Odemis,Kerpiclik Mah.,195,2023,-0.68,-0.0068000000000000005,192
Odemis,Konakli Mah.,1469,2023,-0.68,-0.0068000000000000005,1449
Odemis,Kurucuova Mah.,818,2023,-0.68,-0.0068000000000000005,807
Odemis,Kutlubeyler Mah.,145,2023,-0.68,-0.0068000000000000005,143
Odemis,Kuvvetli Mah.,1874,2023,-0.68,-0.0068000000000000005,1849
Odemis,Kofundere Mah.,231,2023,-0.68,-0.0068000000000000005,228
Odemis,Koseler Mah.,499,2023,-0.68,-0.0068000000000000005,492
Odemis,Kure Mah.,429,2023,-0.68,-0.0068000000000000005,423
Odemis,Kucukavulcuk Mah.,444,2023,-0.68,-0.0068000000000000005,438
Odemis,Kucukoren Mah.,367,2023,-0.68,-0.0068000000000000005,362
Odemis,Kizilca Mah.,119,2023,-0.68,-0.0068000000000000005,117
Odemis,Kizilcaavlu Mah.,463,2023,-0.68,-0.0068000000000000005,457
Odemis,Kisla Mah.,127,2023,-0.68,-0.0068000000000000005,125
Odemis,Mescitli Mah.,590,2023,-0.68,-0.0068000000000000005,582
Odemis,Mesrutiyet Mah.,929,2023,-0.68,-0.0068000000000000005,916
Odemis,Mimar Sinan Mah.,2450,2023,-0.68,-0.0068000000000000005,2417
Odemis,Mursalli Mah.,257,2023,-0.68,-0.0068000000000000005,254
Odemis,Ocakli Mah.,385,2023,-0.68,-0.0068000000000000005,380
Odemis,Orhangazi Mah.,320,2023,-0.68,-0.0068000000000000005,316
Odemis,Ortakoy Mah.,127,2023,-0.68,-0.0068000000000000005,125
Odemis,Ovacik Mah.,181,2023,-0.68,-0.0068000000000000005,179
Odemis,Ovakent Mah.,2049,2023,-0.68,-0.0068000000000000005,2021
Odemis,Oguzlar Mah.,116,2023,-0.68,-0.0068000000000000005,114
Odemis,Pirincci Mah.,421,2023,-0.68,-0.0068000000000000005,415
Odemis,Sekikoy Mah.,395,2023,-0.68,-0.0068000000000000005,390
Odemis,Seyrekli Mah.,507,2023,-0.68,-0.0068000000000000005,500
Odemis,Sucikti Mah.,96,2023,-0.68,-0.0068000000000000005,95
Odemis,Suleyman Demirel Mah.,10347,2023,-0.68,-0.0068000000000000005,10207
Odemis,Suleymanlar Mah.,58,2023,-0.68,-0.0068000000000000005,57
Odemis,Tekke Mah.,335,2023,-0.68,-0.0068000000000000005,330
Odemis,Tosunlar Mah.,173,2023,-0.68,-0.0068000000000000005,171
Odemis,Turkmen Mah.,4649,2023,-0.68,-0.0068000000000000005,4586
Odemis,Turkonu Mah.,304,2023,-0.68,-0.0068000000000000005,300
Odemis,Umurbey Mah.,2621,2023,-0.68,-0.0068000000000000005,2585
Odemis,Uzundere Mah.,188,2023,-0.68,-0.0068000000000000005,185
Odemis,Veliler Mah.,154,2023,-0.68,-0.0068000000000000005,152
Odemis,Yenicekoy Mah.,757,2023,-0.68,-0.0068000000000000005,747
Odemis,Yenikoy Mah.,753,2023,-0.68,-0.0068000000000000005,743
Odemis,Yesilkoy Mah.,187,2023,-0.68,-0.0068000000000000005,184
Odemis,Yolustu Mah.,1165,2023,-0.68,-0.0068000000000000005,1149
Odemis,Yusufdere Mah.,338,2023,-0.68,-0.0068000000000000005,333
Odemis,Yilanli Mah.,117,2023,-0.68,-0.0068000000000000005,115
Odemis,Zafer Mah.,11779,2023,-0.68,-0.0068000000000000005,11619
Odemis,Camlica Mah.,341,2023,-0.68,-0.0068000000000000005,336
Odemis,Camyayla Mah.,346,2023,-0.68,-0.0068000000000000005,341
Odemis,Cayli Mah.,1327,2023,-0.68,-0.0068000000000000005,1309
Odemis,Cayir Mah.,603,2023,-0.68,-0.0068000000000000005,595
Odemis,Caglayan Mah.,109,2023,-0.68,-0.0068000000000000005,108
Odemis,Cobanlar Mah.,235,2023,-0.68,-0.0068000000000000005,232
Odemis,Uzumlu Mah.,228,2023,-0.68,-0.0068000000000000005,225
Odemis,Uc Eylul Mah.,4380,2023,-0.68,-0.0068000000000000005,4321
Odemis,Uckonak Mah.,520,2023,-0.68,-0.0068000000000000005,513
Odemis,Ilkkursun Mah.,146,2023,-0.68,-0.0068000000000000005,144
Odemis,Inonu Mah.,9426,2023,-0.68,-0.0068000000000000005,9298
Odemis,Sirinkoy Mah.,135,2023,-0.68,-0.0068000000000000005,133
