ILCE,MAHALLE,NUFUS,ALAN_M2,LST_C,NDVI,NDBI,KISI_BASI_M2
BERGAMA,INESIR,114,270.0,34.18612771676838,0.4790619674042947,-0.0311855005614551,2.37
BERGAMA,INKILAP,1331,2907.0,36.41309497374552,0.2271654623080129,0.0190900840630947,2.18
BERGAMA,ISLAMSARAY,1477,51000.0,35.210100333309704,0.3670418147444822,-0.0429176419571635,34.53
BERGAMA,KADIKOY,400,1100.0,34.61179338739065,0.3278809302463132,0.0024042725069604,2.75
BERGAMA,KALEARDI,65,148.0,38.47602816227566,0.3718628049796538,0.0469714490461178,2.28
BERGAMA,KAPLAN(GOCBEYLIBUCAGI),54,360.0,36.15570263080598,0.3567948854140636,-0.0228205124020445,6.67
BERGAMA,KAPLAN(YUKARIBEYBUCAGI),265,3300.0,31.98516383283963,0.6189309017430449,-0.1630140166062927,12.45
BERGAMA,KAPUKAYA,41,280.0,36.467599018296326,0.425094054374527,0.0038713320139832,6.83
BERGAMA,KARAHIDIRLI,150,400.0,34.58116295999946,0.4581035775734933,-0.0643256906880456,2.67
BERGAMA,KARALAR,242,1000.0,34.503824771734195,0.4182911035395596,-0.0373008021044695,4.13
BERGAMA,KARAVELILER,512,1200.0,31.50492000720728,0.5584361106524884,-0.1613042821232212,2.34
BERGAMA,KASIKCI,144,800.0,36.40057746305023,0.4524485280335211,-0.0548861472512171,5.56
BERGAMA,KATRANCI,128,210.0,32.269478928916854,0.508229489835383,-0.0896190394013717,1.64
BERGAMA,KIRANLI,372,1150.0,30.59312615531096,0.5256396664691191,-0.0696226022581057,3.09
BERGAMA,KIRCALAR,124,650.0,34.88172799069023,0.4085653552996373,-0.014060103468994,5.24
BERGAMA,KIZILTEPE,79,270.0,36.77158810413704,0.3993569853460005,-0.0006924529888186,3.42
BERGAMA,KOCAHALILLER,18,130.0,34.14077645843922,0.5694906963478946,-0.0729524722758229,7.22
BERGAMA,KOCAKOY,28,125.0,34.1914178389242,0.535354936343077,-0.0750798583372263,4.46
BERGAMA,KOYUNELI,294,450.0,34.58727154359778,0.4741593365338978,-0.0494701086849606,1.53
BERGAMA,KOZLUCA,252,450.0,35.784602833261346,0.481411860553409,-0.0977650639621438,1.79
BERGAMA,KURFALLI,242,1900.0,34.706996794555856,0.3900198843081955,-0.0351432136501032,7.85
BERGAMA,KURTULUS,2088,8047.000000000001,36.71067168011107,0.2490189387607236,0.047132678634871,3.85
BERGAMA,MAHMUDIYE,196,950.0,37.0089395268219,0.3916918548941784,0.0095397275783915,4.85
BERGAMA,MALTEPE,10899,21300.0,34.66907278568309,0.2342629669815801,0.0030885986073933,1.95
BERGAMA,MARUFLAR,40,1000.0,34.7960107724798,0.4534541691723694,-0.0395539066422065,25.0
BERGAMA,MURATLAR,77,570.0,33.21388895177315,0.5670118186729999,-0.1396903368273344,7.4
BERGAMA,NARLICA,758,1171.0,36.94218285627961,0.4841705159499884,-0.0647311446083802,1.54
BERGAMA,OKCULAR,205,400.0,30.95447260714209,0.6013334516321844,-0.1619332279752503,1.95
BERGAMA,OKSUZLER,148,325.0,36.160925145503526,0.4551229663003108,0.0101700151851281,2.2
BERGAMA,ORENLI,364,1230.0,37.24034979913028,0.3616511401133684,0.0411630033150181,3.38
BERGAMA,ORLEMIS,266,690.0,36.66920340409081,0.369275586610971,0.0144539323833037,2.59
BERGAMA,ORUSLAR,359,830.0,32.978969198506604,0.4787167965009439,-0.0407490247989827,2.31
